id,timestamp,hour,day,month,datetime,source,destination,cab_type,name,price,distance,surge_multiplier,temperature,apparentTemperature,short_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,visibility,temperatureHigh,temperatureLow,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,moonPhase,precipIntensityMax,temperatureMin
c078cb7c-3328-4018-96fd-9317787e2e35,NA,5,13,12,NA,South Station,Theatre District,Lyft,Lux Black,19.5,1.1,1,20.07,14.02,Clear,0,0,0.56,4.21,4.21,9.725,33.82,27.11,6.89,1027.98,340,0,0,9.725,0.21,1.00E-04,17.98
6101a38a-6229-4afc-a98c-a4be229c9ea6,NA,7,2,12,NA,West End,Fenway,Lyft,Lux Black,22.5,2.94,1,38.41,38.41,Overcast,0,0,0.85,2.67,4.84,9.444,51.12,44.96,34.28,1020.69,147,1,0,9.444,0.86,0.0903,36.29
c205e3e1-7378-4ae4-a670-18a6876f53b0,1544920211,0,16,12,16/12/2018 00:30,Northeastern University,Theatre District,Lyft,Shared,5,2,1,43.96,40.8,Partly Cloudy,0,0,0.68,5.48,8.73,10,54.47,38.94,33.96,1023.51,45,0.23,0,10,0.27,0.0074,39.54
34cb8a6a-4369-484c-8962-2ba5eaf8d846,NA,20,13,12,NA,North End,Financial District,Uber,Taxi,NA,1.07,1,33.15,30.6,Mostly Cloudy,0,0,0.57,3.02,3.02,9.956,33.83,27.27,19.51,1033.96,96,0.81,0,9.956,0.21,1.00E-04,18.29
6ff48ed5-d90e-4ff4-8873-ba507c01f163,NA,3,15,12,NA,Beacon Hill,North End,Uber,UberPool,7.5,1.39,1,42.85,40.01,Overcast,0,0,0.92,4.73,6.52,7.769,46.63,40.78,40.77,1024.64,208,1,0,7.769,0.24,0,27.21
0c567735-d5c8-49f8-b2b6-6581c80841cc,NA,21,28,11,NA,Back Bay,Fenway,Uber,WAV,7,1.34,1,41.35,35.62,Overcast,0,0,0.6,9.29,11.6,10,42.6,37.33,28.39,993.87,295,1,0,10,0.72,0,33.7
68212dc9-842a-4caa-92ce-80e4d046bf31,NA,8,14,12,NA,Boston University,North Station,Uber,UberX,9.5,3.39,1,28.2,28.2,Partly Cloudy,0,0,0.79,1.89,2.87,9.666,46.45,40.89,22.53,1033.96,152,0.37,0,9.666,0.24,0,27.07
5e95f6b6-cf78-48a2-9c67-4cc37744aa11,NA,21,13,12,NA,Financial District,North End,Lyft,Lux Black XL,27.5,1.27,1,32.6,32.6,Mostly Cloudy,0,0,0.58,1.87,3.49,10,33.78,26.58,19.3,1034.39,130,0.71,0,10,0.21,1.00E-04,17.85
74586d08-8295-43db-850d-9fb6114cea31,NA,20,27,11,NA,West End,North End,Lyft,Lux Black,16.5,1.1,1,43.02,37.56,Mostly Cloudy,0,0,0.69,9.55,11.74,10,47.11,33.85,33.71,991,256,0.82,0,10,0.68,0.143,36.34
17aec1a2-9f53-4094-ad54-39d31cb5ea5c,1543879986,23,3,12,03/12/2018 23:33,Back Bay,Haymarket Square,Uber,Black,22.5,2.32,1,47.25,44.57,Clear,0,0,0.57,5.68,8.16,10,57.87,32.8,32.76,1001.76,267,0.04,0,10,0.89,7.00E-04,42.96
5a84ae55-0817-422e-acfe-e48e923dbc01,NA,12,27,11,NA,Northeastern University,Theatre District,Uber,UberX,14,2.06,1,46.3,44.19,Light Rain,0.0288,0.94,0.91,4.54,4.54,3.295,46.89,33.7,43.94,988.29,201,1,0,3.295,0.68,0.142,35.98
86fc4d50-4ec3-4244-a697-afea0d060e21,NA,16,1,12,NA,South Station,North Station,Uber,WAV,15,1.5,1,40.01,37.53,Mostly Cloudy,0,0,0.61,3.79,4.95,9.938,44.66,35.04,27.64,1022.43,339,0.51,2,9.938,0.82,0,31.71
afd95f28-db0d-49a9-99fa-4a81fff1d11e,1543430186,18,28,11,28/11/2018 18:36,Fenway,Theatre District,Lyft,Lyft XL,27.5,2.69,1.75,40.92,35.13,Overcast,0,0,0.64,9.21,15.03,10,42.61,37.6,29.57,991.21,296,1,1,10,0.72,0,33.85
49d2797c-f377-496a-b9bd-d7efd6a05261,NA,14,16,12,NA,Back Bay,Boston University,Lyft,Lux Black XL,27.5,1.47,1,42.21,37.73,Overcast,0,0,0.71,7.12,9.48,9.81,43.78,34.12,33.41,1021.86,86,1,1,9.81,0.3,0.1246,38.94
c0982ba6-75da-4d67-8ffc-6185b1a7c313,NA,21,1,12,NA,North Station,Haymarket Square,Lyft,Lyft XL,10.5,0.72,1,40.2,38.55,Mostly Cloudy,0,0,0.65,3.03,3.03,9.454,44.11,34.58,29.53,1023.13,99,0.54,0,9.454,0.82,0,30.17
fcb2dbdf-433f-4811-9674-4e7096504a7c,NA,20,29,11,NA,North Station,Northeastern University,Uber,WAV,10.5,3.37,1,42.5,36.47,Partly Cloudy,0,0,0.54,10.68,17.15,9.772,44.66,28.68,26.84,1008.44,314,0.35,0,9.772,0.75,0,35.15
408086b5-a16b-47f9-86e8-e188dbd5aefc,NA,11,13,12,NA,North End,West End,Uber,Black SUV,26,1.16,1,20.42,15.44,Partly Cloudy,0,0,0.64,3.48,3.48,9.917,33.96,27.21,10.29,1032.12,349,0.37,0,9.917,0.21,1.00E-04,18.24
b0391dca-419f-4c4c-8213-b734f46494e6,1543456028,1,29,11,29/11/2018 01:47,Financial District,Boston University,Lyft,Lux Black XL,45.5,5.25,1,38.42,32.45,Mostly Cloudy,0,0,0.72,8.41,11.54,9.915,42.61,37.6,30.3,996.92,297,0.77,0,0,0.72,0,33.85
5ad3de3e-e83d-4d9f-8720-ece85fb081af,NA,11,30,11,NA,Haymarket Square,Back Bay,Lyft,Shared,7,2.4,1,29.09,29.09,Clear,0,0,0.86,2.53,3.48,9.931,42.51,31.26,25.41,1016.49,298,0,0,9.931,0.79,5.00E-04,28.54
2e7e2214-cf5c-4ab0-a35b-c62c260739e3,NA,2,1,12,NA,North Station,South Station,Uber,Taxi,NA,2.17,1,36.89,34.35,Overcast,0,0,0.71,3.41,4.58,9.884,42.57,31.48,28.43,1018.23,303,0.97,0,9.884,0.79,4.00E-04,28.64
6fcba99a-ec78-477f-8eee-ef63307ab5ec,NA,5,17,12,NA,Theatre District,South Station,Lyft,Lux Black XL,26,0.64,1,39.27,33.06,Drizzle,0.0121,0.74,0.9,9.27,12.36,3.847,41.42,23.89,36.71,1006.44,39,1,0,3.847,0.33,0.0178,34.07
5232a0ab-25a9-4397-9f30-5ff0829abe0c,NA,8,30,11,NA,Beacon Hill,South Station,Uber,Taxi,NA,2.48,1,30.09,30.09,Clear,0,0,0.85,2.25,2.25,9.864,42.68,31.5,26.24,1014.8,307,0,0,9.864,0.79,4.00E-04,28.78
5c5cd07c-4231-4325-8303-ac8396b513a6,NA,10,29,11,NA,South Station,Back Bay,Uber,Black SUV,34,3.46,1,37.92,32,Partly Cloudy,0,0,0.67,8.11,12.38,9.995,44.8,28.7,27.86,1003.62,306,0.22,0,9.995,0.75,0,35.02
430ce34a-c9bb-46ed-96f4-73ae1c02ae50,NA,0,4,12,NA,South Station,Theatre District,Uber,UberPool,8,1.3,1,46.36,44.64,Clear,0,0,0.57,4.03,6.32,10,57.42,33.6,31.82,1002.03,266,0.01,0,10,0.89,4.00E-04,42.86
d82dc9a9-69fb-4c38-8fbd-32b95a170e58,NA,0,14,12,NA,Financial District,Boston University,Lyft,Lux Black XL,47.5,5.2,1,31.25,31.25,Overcast,0,0,0.64,2.62,3.54,10,33.83,27.27,20.53,1035.06,173,0.91,0,10,0.21,1.00E-04,18.29
24ecc192-acc6-41c8-b87b-385a31974707,NA,6,2,12,NA,South Station,Theatre District,Uber,UberPool,6.5,1.3,1,37.96,37.96,Overcast,0,0,0.84,1.9,3.29,9.706,50.37,44.79,33.59,1021.23,135,1,0,9.706,0.86,0.0956,36.1
b2cce447-bb76-4b5b-8aae-87ccb257d3fd,NA,17,26,11,NA,South Station,Beacon Hill,Uber,UberPool,9,2.5,1,45.83,43.88,Overcast,0.001,0.12,0.88,4.22,5.17,8.104,46.49,41.9,42.51,1012.59,114,1,1,8.104,0.64,0.1225,40.45
17f7f70a-e327-480b-b65a-0fe4916edd72,NA,1,29,11,NA,Boston University,Back Bay,Uber,UberXL,12.5,1.56,1,38.42,32.45,Mostly Cloudy,0,0,0.72,8.41,11.54,9.915,42.61,37.6,30.3,996.92,297,0.77,0,9.915,0.72,0,33.85
505055b5-84d6-4387-b0b5-f6ea8c67b074,NA,1,29,11,NA,Fenway,North Station,Lyft,Lux Black XL,32.5,3.22,1,38.42,32.45,Mostly Cloudy,0,0,0.72,8.41,11.54,9.915,42.61,37.6,30.3,996.92,297,0.77,0,9.915,0.72,0,33.85
84a78fb8-a8c0-4528-aadb-35b5aef71103,NA,12,16,12,NA,South Station,Beacon Hill,Uber,Black,24,2.85,1,41.09,36.6,Overcast,0,0,0.71,6.75,8.45,10,43.78,34.12,32.52,1022.31,69,1,0,10,0.3,0.1246,38.94
4cbf649c-0c23-4e1e-b2dd-07b16c5913c7,NA,11,29,11,NA,Haymarket Square,Theatre District,Uber,WAV,9?,1.14,1,37.4,31.1,Partly Cloudy,0,0,0.67,8.59,10.54,9.937,45.03,28.9,27.31,1004.67,308,0.25,0,9.937,0.75,0,34.67
de1b0a07-3bc6-4f89-bc26-70bae203c215,NA,22,26,11,NA,Back Bay,North End,Uber,UberX,11.5,2.33,1,44.93,41.07,Possible Drizzle,0.0031,0.42,0.88,7.02,7.02,9.967,46.46,42.17,41.58,1009.43,106,1,0,9.967,0.64,0.1245,40.67
e55a41e9-accb-4847-8ccf-f70eb2550033,NA,12,26,11,NA,Theatre District,Northeastern University,Uber,UberXL,13,1.8,1,41.3,41.3,Overcast,0,0,0.93,2.55,2.6,3.475,47.3,42.1,39.51,1014.97,54,1,0,3.475,0.64,0.13,40.49
da189ae3-fa10-4eb0-97c7-12b6e8d897a4,NA,4,27,11,NA,Boston University,West End,Uber,WAV,8.5,3.04,1,43.38,37.06,Rain,0.1267,1,0.89,12.12,16.82,4.273,46.59,41.77,40.38,1000.86,78,1,0,4.273,0.64,0.1227,40.35
7d8fc74f-cf52-4c4b-b605-78664012a1d8,1543693678,19,1,12,01/12/2018 19:47,South Station,West End,Uber,UberXL,35.5,2.82,1,43.99,43.99,Partly Cloudy,0,0,0.52,2.13,3.27,9.815,44.72,34.9,27.51,1022.41,121,0.42,1,9.815,0.82,0,31.55
69e4ce8b-d76a-4c9e-96d6-a7bc4fd698a5,NA,17,1,12,NA,West End,North End,Uber,UberX,8.5,1.03,1,41.89,41.89,Partly Cloudy,0,0,0.57,2.51,4.03,9.953,44.54,34.74,27.66,1022.54,325,0.34,2,9.953,0.82,0,31.31
0e52eb49-edd0-4eb4-85ac-9b46f2051431,NA,16,28,11,NA,West End,Haymarket Square,Uber,Black SUV,27,0.86,1,41.16,35.84,Mostly Cloudy,0,0,0.61,8.33,12.76,10,42.6,37.44,28.91,991.41,297,0.81,1,10,0.72,0,33.75
11ff590b-82de-4b8c-9d1e-b27a23167193,1544686207,7,13,12,13/12/2018 07:30,Boston University,Financial District,Uber,UberX,12.5,4.72,1,18.91,14.24,Clear,0,0,0.59,3.16,3.16,10,33.51,26.51,7.06,1029.29,353,0.08,0,10,0.21,1.00E-04,18.11
53d01745-ed0a-44d9-95a1-3382daf6ebe4,NA,12,28,11,NA,Back Bay,Boston University,Lyft,Lyft XL,10.5,1.51,1,36.53,32.06,Mostly Cloudy,0,0,0.71,5.42,6.95,9.974,42.61,37.64,28.14,991.36,261,0.54,0,9.974,0.72,0,33.83
da732a5f-097a-4d80-9311-1ea7c85ae2a9,NA,5,2,12,NA,Beacon Hill,Haymarket Square,Uber,Black SUV,27,1.36,1,38.19,38.19,Overcast,0,0,0.83,2.07,3.5,9.698,50.8,44.97,33.58,1021.39,136,1,0,9.698,0.86,0.0916,36.32
96b50554-c699-4ef5-9283-bef22e5e3c7c,1543475583,7,29,11,29/11/2018 07:13,West End,South Station,Lyft,Lux Black,19.5,1.75,1,38.8,32.47,Mostly Cloudy,0,0,0.68,9.3,13.82,9.98,44.75,28.69,29.29,1000.3,304,0.79,0,9.98,0.75,0,35.33
157204a7-4e43-4e4a-b4e8-5ac0d82961a1,1543636678,3,1,12,01/12/2018 03:57,Fenway,Financial District,Lyft,Lux Black XL,42.5,4.48,1,34.87,32.15,Mostly Cloudy,0,0,0.77,3.33,3.33,10,42.13,30.17,28.33,1018.24,306,0.8,0,10,0.79,0,28.9
5896fbdc-e108-4153-8832-24aa2e4a6596,1545104410,3,18,12,18/12/2018 03:40,Fenway,Financial District,Uber,WAV,12.5,3.38,1,37.26,32.04,Overcast,0,0,0.69,6.67,11.38,9.842,41.44,23.93,28.1,1001.11,276,0.95,0,9.842,0.33,0.0175,34.14
4ecb8e2e-ffe4-484e-bf99-95fb990b22a4,NA,10,27,11,NA,Fenway,North Station,Uber,UberPool,7.5,3.07,1,45.45,41.77,Light Rain,0.0624,1,0.93,6.87,7.42,2.686,46.91,33.82,43.52,989.98,79,1,0,2.686,0.68,0.1425,36.34
3a415eb1-b4ed-44e9-88a5-f19cb7c14303,1543670282,13,1,12,01/12/2018 13:18,Haymarket Square,Beacon Hill,Uber,Black,15,0.91,1,35.95,30.89,Mostly Cloudy,0,0,0.72,6.06,6.35,9.874,44.65,34.88,27.65,1022.26,342,0.54,1,9.874,0.82,0,31.57
65c641c7-70dc-40de-876e-1c73253adfcb,NA,21,28,11,NA,South Station,Back Bay,Uber,UberXL,18.5,3.53,1,41.35,35.62,Overcast,0,0,0.6,9.29,11.6,10,42.6,37.33,28.39,993.87,295,1,0,10,0.72,0,33.7
cccf7551-5a12-4f12-ae36-e92288eb2edf,1545038710,9,17,12,17/12/2018 09:25,Fenway,West End,Uber,Black SUV,33,2.72,1,35.84,29.23,Drizzle,0.0092,0.74,0.94,8.52,10.39,3.606,41.39,23.87,34.25,1004.71,352,1,0,3.606,0.33,0.0185,34.07
e9132c55-13e0-43d8-9339-66f62778a500,1543427408,17,28,11,28/11/2018 17:50,North Station,Boston University,Lyft,Lux,22.5,3.17,1,40.77,35.14,Overcast,0,0,0.63,8.76,14.9,10,42.57,37.37,29.17,991.33,303,1,1,10,0.72,0,33.7
dab45641-dee3-4d50-9ed9-a82d7e7e41e3,NA,1,2,12,NA,Boston University,Financial District,Lyft,Lyft XL,22.5,4.6,1,35.52,35.52,Clear,0,0,0.82,1.85,2.37,9.846,44.65,34.88,30.46,1023.52,146,0.12,0,9.846,0.82,0,31.57
7f11e7f2-5ced-4c5d-b146-e519dde46a4a,NA,19,15,12,NA,West End,Northeastern University,Lyft,Lux Black XL,34,3.07,1,53.1,53.1,Clear,0,0,0.65,3.13,4.03,9.509,54.29,38.48,41.47,1020.67,341,0.1,0,9.509,0.27,0.0082,39.74
7d0aaf0f-e105-4fcc-802c-3f7a371f759c,NA,15,18,12,NA,Theatre District,Haymarket Square,Lyft,Shared,5,1.75,1,27.41,16.07,Partly Cloudy,0,0,0.46,14.11,24.43,10,32.8,20.88,9.37,1010.13,318,0.43,1,10,0.37,0.0028,23.23
883f1037-2d09-4a69-9a57-1c5d42086209,NA,1,29,11,NA,Boston University,West End,Lyft,Lux Black,26,3.05,1,38.42,32.45,Mostly Cloudy,0,0,0.72,8.41,11.54,9.915,42.61,37.6,30.3,996.92,297,0.77,0,9.915,0.72,0,33.85
080543fa-0652-4368-b2bc-78226db5b7bc,NA,14,17,12,NA,Boston University,Beacon Hill,Lyft,Lyft XL,16.5,2.67,1,36.45,31,Overcast,5.00E-04,0.09,0.88,6.79,8.73,9.037,41.39,23.87,33.32,1003.86,328,1,1,9.037,0.33,0.0185,34.07
5b1ce7c2-15fe-4d94-ba02-ab581def0156,1543548482,3,30,11,30/11/2018 03:28,Theatre District,North End,Lyft,Lyft XL,13.5,1.73,1,35.95,31.19,Clear,0,0,0.69,5.66,6.86,10,44.8,28.7,26.76,1012.75,325,0.02,0,10,0.75,0,35.02
f1bc7f6d-a429-491b-9799-bffd8feb944e,1543461558,3,29,11,29/11/2018 03:19,North End,Financial District,Uber,UberXL,10.5,1.07,1,37.44,30.88,Partly Cloudy,0,0,0.7,9.14,9.14,10,42.18,36.71,28.61,998.36,303,0.44,0,10,0.72,1.00E-04,33.1
69d4dd71-d8bd-4aea-a10a-e33ab40fceaf,NA,10,28,11,NA,Haymarket Square,Theatre District,Uber,UberX,9.5,1.18,1,34.4,29.99,Partly Cloudy,0,0,0.78,4.89,7.74,9.899,42.6,37.44,28.39,991.05,259,0.48,0,9.899,0.72,0,33.75
25cf1be6-f05c-4396-b9f3-0b193ec8e86f,NA,16,28,11,NA,North End,Financial District,Uber,UberXL,10.5,1.04,1,41.16,35.84,Mostly Cloudy,0,0,0.61,8.33,12.76,10,42.6,37.44,28.91,991.41,297,0.81,1,10,0.72,0,33.75
d70507fb-1f26-41ee-84a4-4f35d0c49951,NA,3,29,11,NA,Beacon Hill,Haymarket Square,Lyft,Lux,13.5,1.34,1,37.44,30.88,Partly Cloudy,0,0,0.7,9.14,9.14,10,42.18,36.71,28.61,998.36,303,0.44,0,10,0.72,1.00E-04,33.1
e49d80d1-33e2-4f5b-be3b-23e292cf4bf2,NA,0,15,12,NA,North Station,Boston University,Uber,Taxi,NA,3.01,1,41.6,39.31,Overcast,0,0,0.81,3.84,3.84,9.768,46.7,40.93,36.14,1027.4,183,0.89,0,9.768,0.24,0,26.51
80eefe7f-eee0-456d-a6c5-c3653d33a3f2,NA,4,27,11,NA,Fenway,Theatre District,Uber,UberPool,9,2.66,1,43.38,37.06,Rain,0.1267,1,0.89,12.12,16.82,4.273,46.59,41.77,40.38,1000.86,78,1,0,4.273,0.64,0.1227,40.35
6bad8bfd-41f4-417f-b6cb-9120be9b90aa,NA,12,16,12,NA,Fenway,Back Bay,Lyft,Lux Black,22.5,1.47,1.25,41.09,36.6,Overcast,0,0,0.71,6.75,8.45,10,43.78,34.12,32.52,1022.31,69,1,0,10,0.3,0.1246,38.94
c72f23cb-f528-4acb-b884-809676b8b0a3,NA,17,3,12,NA,West End,Haymarket Square,Lyft,Lux Black XL,26,0.76,1,54.59,54.59,Mostly Cloudy,0,0,0.63,9.43,15.07,10,56.89,33.73,42.08,998.9,286,0.83,1,10,0.89,4.00E-04,43.1
60c9612a-441e-4ed2-b864-8a2d13e3879f,NA,10,14,12,NA,Haymarket Square,West End,Uber,UberXL,9.5,0.68,1,27.71,27.71,Partly Cloudy,0,0,0.79,2.96,4.75,9.641,46.67,40.73,22.07,1033.84,148,0.14,0,9.641,0.24,0,27.05
43cd01c1-bd4c-4f8f-ae6e-7645912a1b40,NA,11,26,11,NA,South Station,West End,Uber,WAV,10.5,1.79,1,41.22,41.22,Foggy,0,0,0.91,2.74,2.74,1.824,46.49,41.9,38.72,1015.36,19,1,0,1.824,0.64,0.1225,40.45
39ed0529-d0bf-4a16-b482-e4cdb3b06040,NA,18,2,12,NA,Financial District,Northeastern University,Uber,UberPool,9,2.44,1,48.23,46.21,Light Rain,0.0341,1,0.92,4.88,7.48,1.588,50.94,44.88,46.13,1006.41,129,1,1,1.588,0.86,0.0894,36.4
7d70a078-d3e5-4a24-8fba-7d7a68e446ec,NA,2,27,11,NA,North End,West End,Uber,UberX,8.5,1.16,1,43.58,37.35,Rain,0.1299,1,0.94,11.98,11.98,4.786,47.3,42.1,41.83,1003.97,90,1,0,4.786,0.64,0.13,40.49
57ea280e-9cb1-41cf-8708-c91fef5d7f19,1543419129,15,28,11,28/11/2018 15:32,North End,Back Bay,Uber,UberPool,10,2.34,1,41.24,35.9,Mostly Cloudy,0,0,0.6,8.39,12.38,10,42.6,37.33,28.42,991.46,297,0.74,1,10,0.72,0,33.7
4880ddd1-4850-437e-8799-30d7bf470697,NA,16,28,11,NA,Haymarket Square,Beacon Hill,Lyft,Lyft XL,10.5,1.36,1,41.16,35.84,Mostly Cloudy,0,0,0.61,8.33,12.76,10,42.6,37.44,28.91,991.41,297,0.81,1,10,0.72,0,33.75
04b556f5-1920-4d78-b7ee-7587f12e1efd,NA,4,29,11,NA,North Station,Boston University,Uber,UberXL,18.5,3.01,1,38.18,32.09,Mostly Cloudy,0,0,0.7,8.52,9.67,10,42.6,37.33,29.13,998.75,303,0.59,0,10,0.72,0,33.7
bb95be35-efb8-4565-92b4-646df62a80bb,1543606087,19,30,11,30/11/2018 19:28,Boston University,Financial District,Uber,Taxi,NA,4.72,1,41.53,39.66,Overcast,0,0,0.55,3.41,3.46,9.975,42.57,31.48,26.57,1016.07,252,1,1,9.975,0.79,4.00E-04,28.64
d2f79d9b-2884-4026-a1ae-49a22d1837c6,NA,0,28,11,NA,South Station,West End,Uber,Taxi,NA,1.7,1,39.13,34.07,Clear,0,0,0.73,7.03,10.51,10,46.83,33.75,31.05,991.99,246,0.12,0,10,0.68,0.1433,36.13
40f1a3b5-e581-42fb-9fa7-9e22907bd93a,NA,0,16,12,NA,North Station,North End,Uber,UberPool,5.5,1.08,1,43.96,40.8,Partly Cloudy,0,0,0.68,5.48,8.73,10,54.47,38.94,33.96,1023.51,45,0.23,0,10,0.27,0.0074,39.54
275400de-21c6-4eb4-ba45-2969853135be,NA,9,1,12,NA,Financial District,South Station,Lyft,Lux Black XL,26,0.43,1,31.87,27.83,Mostly Cloudy,0,0,0.82,4.09,4.09,9.687,44.82,34.57,26.99,1019.9,312,0.52,0,9.687,0.82,0,31.11
